tracking_id,E14J B1,,,,,
Ece2,20.1186,,,,,
Ecel1,0.227773,,,,,
Ech1,39.2263,,,,,
Echdc1,2.24059,,,,,
Echdc2,24.8366,,,,,
Echdc3,0.282854,,,,,
Echs1,49.122,,,,,
Eci1,25.2591,,,,,
Eci2,10.4216,,,,,
Eci3,0.215937,,,,,
Ecm1,0.694205,,,,,
Ecm2,0.156246,,,,,
Ecscr,0.502369,,,,,
Ecsit,40.1498,,,,,
Ect2,65.6686,,,,,
Ect2l,0,,,,,
Eda,0.519453,,,,,
Eda2r,24.5995,,,,,
Edar,0,,,,,
Edaradd,0.00957901,,,,,
Edc3,17.7474,,,,,
Edc4,22.2602,,,,,
Eddm3b,0,,,,,
Edem1,5.78232,,,,,
Edem2,9.61251,,,,,
Edem3,8.7556,,,,,
Edf1,125.511,,,,,
Edil3,0,,,,,
Edn1,0.141609,,,,,
Edn2,0.510875,,,,,
Edn3,0.12352,,,,,
Ednra,0.0330231,,,,,
Ednrb,0.0199167,,,,,
Eea1,2.13653,,,,,
Eed,133.158,,,,,
Eef1a1,4679.12,,,,,
Eef1a2,1.15196,,,,,
Eef1b2,587.918,,,,,
Eef1d,194.011,,,,,
Eef1e1,157.532,,,,,
Eef1g,611.543,,,,,
Eef2,1042.58,,,,,
Eef2k,4.17268,,,,,
Eefsec,8.10987,,,,,
Eepd1,1.18109,,,,,
Efcab1,0.287635,,,,,
Efcab10,0.566489,,,,,
Efcab11,0.832977,,,,,
Efcab12,0.693912,,,,,
Efcab14,4.48162,,,,,
Efcab2,0.908741,,,,,
Efcab3,0.098458,,,,,
Efcab4a,1.50821,,,,,
Efcab4b,0.170669,,,,,
Efcab5,0.0170095,,,,,
Efcab6,0.172979,,,,,
Efcab7,3.6846,,,,,
Efcab8,0,,,,,
Efcab9,0,,,,,
Efcc1,0,,,,,
Efemp1,0.206832,,,,,
Efemp2,3.25342,,,,,
Efha1,5.48617,,,,,
Efha2,2.97794,,,,,
Efhb,0.231209,,,,,
Efhc1,0.378094,,,,,
Efhc2,3.65852,,,,,
Efhd1,1.58619,,,,,
Efhd2,8.47371,,,,,
Efna1,1.39365,,,,,
Efna2,4.12893,,,,,
Efna3,9.92508,,,,,
Efna4,9.04321,,,,,
Efna5,0.179667,,,,,
Efnb1,1.54964,,,,,
Efnb2,7.19264,,,,,
Efnb3,0.855056,,,,,
Efr3a,15.7312,,,,,
Efr3b,0.835115,,,,,
Efs,5.93649,,,,,
Eftud1,10.4366,,,,,
Eftud2,99.2529,,,,,
Egf,0.0997464,,,,,
Egfbp2,0,,,,,
Egfem1,0.0163609,,,,,
Egfl6,0.151727,,,,,
Egfl7,23.2913,,,,,
Egfl8,0,,,,,
Egflam,0.231672,,,,,
Egfr,0.519985,,,,,
Egln1,4.67511,,,,,
Egln2,21.244,,,,,
Egln3,6.64898,,,,,
Egr1,11.6047,,,,,
Egr2,0.0822868,,,,,
Egr3,0.0938893,,,,,
Egr4,0.399673,,,,,
Ehbp1,2.91245,,,,,
Ehbp1l1,2.06548,,,,,
Ehd1,43.4178,,,,,
Ehd2,1.43283,,,,,
Ehd3,1.45766,,,,,
Ehd4,15.0222,,,,,
Ehf,0.0271443,,,,,
Ehhadh,1.25496,,,,,
Ehmt1,28.0393,,,,,
Ehmt2,58.2168,,,,,
Ei24,54.6695,,,,,
Eid1,5.13311,,,,,
Eid2,17.2223,,,,,
Eid2b,2.52521,,,,,
Eid3,0.413926,,,,,
Eif1,155.776,,,,,
Eif1a,102.721,,,,,
Eif1ad,41.004,,,,,
Eif1ax,229.066,,,,,
Eif1b,29.5364,,,,,
Eif2a,89.9854,,,,,
Eif2ak1,16.961,,,,,
Eif2ak2,2.73168,,,,,
Eif2ak3,6.87813,,,,,
Eif2ak4,3.96634,,,,,
Eif2b1,43.5455,,,,,
Eif2b2,54.9241,,,,,
Eif2b3,43.361,,,,,
Eif2b4,37.9069,,,,,
Eif2b5,66.4415,,,,,
Eif2c1,9.48357,,,,,
Eif2c2,14.4234,,,,,
Eif2c3,0.980075,,,,,
Eif2c4,0.0359381,,,,,
Eif2d,68.2111,,,,,
Eif2s1,86.0123,,,,,
Eif2s2,194.759,,,,,
Eif2s3x,140.201,,,,,
Eif2s3y,40.8438,,,,,
Eif3a,163.313,,,,,
Eif3b,204.079,,,,,
Eif3c,161.296,,,,,
Eif3d,189.687,,,,,
Eif3e,151.866,,,,,
Eif3f,165.313,,,,,
Eif3g,215.388,,,,,
Eif3h,231.349,,,,,
Eif3i,216.33,,,,,
Eif3j1,59.2226,,,,,
Eif3j2,0,,,,,
Eif3k,437.304,,,,,
Eif3l,197.569,,,,,
Eif3m,82.996,,,,,
Eif4a1,664.496,,,,,
Eif4a2,131.669,,,,,
Eif4a3,101.344,,,,,
Eif4b,202.608,,,,,
Eif4e,61.8064,,,,,
Eif4e1b,0.13439,,,,,
Eif4e2,73.8184,,,,,
Eif4e3,0.393684,,,,,
Eif4ebp1,279.623,,,,,
Eif4ebp2,86.3979,,,,,
Eif4ebp3,4.40977,,,,,
Eif4enif1,25.935,,,,,
Eif4g1,161.862,,,,,
Eif4g2,192.66,,,,,
Eif4g3,10.4362,,,,,
Eif4h,211.038,,,,,
Eif5,92.029,,,,,
Eif5a,1353.2,,,,,
Eif5a2,4.37877,,,,,
Eif5b,29.9013,,,,,
Eif6,138.272,,,,,
Elac1,0.793876,,,,,
Elac2,41.0728,,,,,
Elane,0,,,,,
Elavl1,29.0577,,,,,
Elavl2,10.5987,,,,,
Elavl3,1.61638,,,,,
Elavl4,0.475279,,,,,
Elf1,4.79502,,,,,
Elf2,13.0375,,,,,
Elf3,12.9974,,,,,
Elf4,0.449272,,,,,
Elf5,0.0592002,,,,,
Elfn1,0.114707,,,,,
Elfn2,0.0325057,,,,,
Elk1,7.41511,,,,,
Elk3,1.17399,,,,,
Elk4,1.79067,,,,,
Ell,8.96317,,,,,
Ell2,11.3731,,,,,
Ell3,6.29266,,,,,
Elmo1,3.57134,,,,,
Elmo2,5.65197,,,,,
Elmo3,0.875007,,,,,
Elmod1,0.0630959,,,,,
Elmod2,2.2937,,,,,
Elmod3,2.51814,,,,,
Elmsan1,5.30233,,,,,
Eln,0.465634,,,,,
Elof1,37.4894,,,,,
Elovl1,0,,,,,
Elovl2,1.55248,,,,,
Elovl3,0,,,,,
Elovl4,2.53755,,,,,
Elovl5,23.0125,,,,,
Elovl6,10.9269,,,,,
Elovl7,0.310946,,,,,
Elp2,48.3948,,,,,
Elp3,57.2436,,,,,
Elp4,4.57548,,,,,
Elp5,42.6432,,,,,
Elp6,6.47805,,,,,
Eltd1,0,,,,,
Emb,52.3768,,,,,
Emc1,13.932,,,,,
Emc10,38.5085,,,,,
Emc2,29.9667,,,,,
Emc3,15.6636,,,,,
Emc4,60.2695,,,,,
Emc6,42.065,,,,,
Emc7,29.2053,,,,,
Emc8,26.2085,,,,,
Emc9,0,,,,,
Emcn,0,,,,,
Emd,57.3466,,,,,
Eme1,23.9121,,,,,
Eme2,2.90821,,,,,
Emg1,212.413,,,,,
Emid1,0.732637,,,,,
Emilin1,1.84644,,,,,
Emilin2,0.296202,,,,,
Emilin3,0.577533,,,,,
Eml1,1.36357,,,,,
Eml2,11.1194,,,,,
Eml3,4.65641,,,,,
Eml4,24.3823,,,,,
Eml5,1.59752,,,,,
Eml6,0,,,,,
Emp1,2.69322,,,,,
Emp2,0.85403,,,,,
Emp3,2.23626,,,,,
Emr1,0,,,,,
Emr4,0.0115173,,,,,
Emx1,0,,,,,
Emx2,0.0474605,,,,,
Emx2os,0,,,,,
En1,0.451272,,,,,
En2,2.20349,,,,,
Enah,146.904,,,,,
Enam,0,,,,,
Enc1,33.3014,,,,,
Endod1,0.629905,,,,,
Endog,10.8364,,,,,
Endou,0,,,,,
Endov,1.34541,,,,,
Eng,7.68053,,,,,
Engase,4.44903,,,,,
Enho,1.67374,,,,,
Enkd1,12.5899,,,,,
Enkur,0.114443,,,,,
Eno1,497.138,,,,,
Eno2,0.811446,,,,,
Eno3,10.6427,,,,,
Eno4,0.480841,,,,,
Enoph1,43.5128,,,,,
Enox1,27.0913,,,,,
Enox2,2.75158,,,,,
Enpep,0.0472649,,,,,
Enpp1,0.200589,,,,,
Enpp2,6.20463,,,,,
Enpp3,17.7232,,,,,
Enpp4,1.49544,,,,,
Enpp5,1.03995,,,,,
Enpp6,0,,,,,
Enpp7,0,,,,,
Ensa,46.3652,,,,,
Enthd1,0,,,,,
Enthd2,6.73559,,,,,
Entpd1,0.0189581,,,,,
Entpd2,0.306143,,,,,
Entpd3,0.0349673,,,,,
Entpd4,2.31388,,,,,
Entpd4,2.31388,,,,,
Entpd5,0.770959,,,,,
Entpd6,12.6693,,,,,
Entpd7,1.65293,,,,,
Entpd8,0,,,,,
Eny2,19.652,,,,,
Eogt,1.04715,,,,,
Eomes,0.905666,,,,,
Ep300,17.5629,,,,,
Ep400,10.2907,,,,,
Epas1,9.14438,,,,,
Epb4.1,7.15879,,,,,
Epb4.1l1,3.36806,,,,,
Epb4.1l2,30.3234,,,,,
Epb4.1l3,1.92163,,,,,
Epb4.1l4a,11.442,,,,,
Epb4.1l4b,1.85078,,,,,
Epb4.1l5,4.83445,,,,,
Epb4.2,0,,,,,
Epb4.9,13.9012,,,,,
Epc1,7.24055,,,,,
Epc2,11.298,,,,,
Epcam,77.6584,,,,,
Epdr1,3.12334,,,,,
Epg5,2.18154,,,,,
Epgn,0.0505451,,,,,
Epha1,6.26073,,,,,
Epha10,0.144322,,,,,
Epha2,61.2257,,,,,
Epha3,0,,,,,
Epha4,5.65338,,,,,
Epha5,0.00499051,,,,,
Epha6,0.0188823,,,,,
Epha7,0.202859,,,,,
Epha8,0.503603,,,,,
Ephb1,0.148249,,,,,
Ephb2,3.12757,,,,,
Ephb3,7.21278,,,,,
Ephb4,6.7816,,,,,
Ephb6,0.35129,,,,,
Ephx1,2.75058,,,,,
Ephx2,13.4799,,,,,
Ephx3,0.0856202,,,,,
Ephx4,0.180023,,,,,
Epm2a,0.868034,,,,,
Epm2aip1,2.9653,,,,,
Epn1,33.8504,,,,,
Epn2,12.3196,,,,,
Epn3,0.164577,,,,,
Epo,0,,,,,
Epor,1.09623,,,,,
Eppin,0,,,,,
Eppk1,0.920608,,,,,
Eprs,79.7014,,,,,
Eps15,7.03693,,,,,
Eps15l1,18.8447,,,,,
Eps8,8.03258,,,,,
Eps8l1,0.0163397,,,,,
Eps8l2,2.71307,,,,,
Eps8l3,0,,,,,
Epsti1,0,,,,,
Ept1,10.2759,,,,,
Epx,0.274099,,,,,
Epyc,0,,,,,
Eqtn,0,,,,,
Eral1,14.0475,,,,,
Erap1,0.655695,,,,,
Eras,35.2403,,,,,
Erbb2,2.38399,,,,,
Erbb2ip,1.89033,,,,,
Erbb3,5.68367,,,,,
Erbb4,0,,,,,
Erc1,5.73477,,,,,
Erc2,1.09415,,,,,
Ercc1,16.1631,,,,,
Ercc2,9.96611,,,,,
Ercc3,30.1562,,,,,
Ercc4,3.34756,,,,,
Ercc5,8.74186,,,,,
Ercc6,2.95085,,,,,
Ercc6l,18.0294,,,,,
Ercc6l2,8.60114,,,,,
Ercc8,7.86446,,,,,
Erdr1,141.107,,,,,
Ereg,0,,,,,
Erf,30.1343,,,,,
Erg,0.0942408,,,,,
Ergic1,17.4003,,,,,
Ergic2,25.9113,,,,,
Ergic3,50.2854,,,,,
Erh,396.877,,,,,
Eri1,12.8324,,,,,
Eri2,6.97503,,,,,
Eri3,17.7964,,,,,
Erich1,11.6234,,,,,
Erich2,0.0490693,,,,,
Erlec1,3.07727,,,,,
Erlin1,7.85883,,,,,
Erlin2,13.2801,,,,,
Ermap,0.0174129,,,,,
Ermn,0,,,,,
Ermp1,16.4053,,,,,
Ern1,1.435,,,,,
Ern2,0,,,,,
Ero1l,12.4843,,,,,
Ero1lb,0.750423,,,,,
Erp27,0,,,,,
Erp29,76.9426,,,,,
Erp44,14.7273,,,,,
Errfi1,7.73709,,,,,
Erv3,0.143134,,,,,
Esam,1.90649,,,,,
Esco1,6.05762,,,,,
Esco2,48.2223,,,,,
Esd,12.3879,,,,,
Esf1,31.3095,,,,,
Esm1,0,,,,,
Espl1,29.2929,,,,,
Espn,2.58675,,,,,
Espnl,0.0505708,,,,,
Esr1,0.0183955,,,,,
Esr2,0.0853801,,,,,
Esrp1,15.7411,,,,,
Esrp2,5.26337,,,,,
Esrra,7.21272,,,,,
Esrrb,60.6591,,,,,
Esrrg,0,,,,,
Esx1,0.570367,,,,,
Esyt1,13.028,,,,,
Esyt2,8.56507,,,,,
Esyt3,1.23598,,,,,
Etaa1,15.4418,,,,,
Etd,0,,,,,
Etf1,168.422,,,,,
Etfa,41.1175,,,,,
Etfb,98.5732,,,,,
Etfdh,8.64531,,,,,
Ethe1,4.89936,,,,,
Etl4,16.7579,,,,,
Etnk1,15.7543,,,,,
Etnk2,2.57295,,,,,
Etohd2,0,,,,,
Etohi1,2.91808,,,,,
Ets1,1.04428,,,,,
Ets2,4.04316,,,,,
Etv1,3.54697,,,,,
Etv2,1.66511,,,,,
Etv3,3.18213,,,,,
Etv4,21.9875,,,,,
Etv5,105.48,,,,,
Etv6,4.96636,,,,,
EU599041,23.8768,,,,,
Eva1a,2.69018,,,,,
Eva1b,4.25519,,,,,
Eva1c,0.105611,,,,,
Evc,4.34874,,,,,
Evc2,5.81273,,,,,
Evi2a,0,,,,,
Evi2b,0.0113855,,,,,
Evi5,8.95545,,,,,
Evi5l,0.935253,,,,,
Evl,17.4976,,,,,
Evpl,1.30726,,,,,
Evx1,0.311665,,,,,
Evx2,0,,,,,
Ewsr1,108.445,,,,,
Exd1,1.03062,,,,,
Exd2,4.83109,,,,,
Exo1,12.9539,,,,,
Exo5,9.10264,,,,,
Exoc1,11.9542,,,,,
Exoc2,7.49316,,,,,
Exoc3,9.50473,,,,,
Exoc3l,4.87285,,,,,
Exoc3l4,0.181046,,,,,
Exoc4,23.9588,,,,,
Exoc5,10.231,,,,,
Exoc6,9.2542,,,,,
Exoc6b,4.34352,,,,,
Exoc7,5.04735,,,,,
Exoc8,3.78183,,,,,
Exog,4.54143,,,,,
Exosc1,27.9143,,,,,
Exosc10,37.4007,,,,,
Exosc2,71.7889,,,,,
Exosc3,70.8907,,,,,
Exosc4,29.8566,,,,,
Exosc5,144.641,,,,,
Exosc6,0,,,,,
Exosc7,88.2814,,,,,
Exosc8,56.4582,,,,,
Exosc9,37.1138,,,,,
Exph5,0.0402569,,,,,
Ext1,18.5224,,,,,
Ext2,8.44812,,,,,
Extl1,0.774436,,,,,
Extl2,1.95934,,,,,
Extl3,7.96229,,,,,
Eya1,0.500257,,,,,
Eya2,0.117579,,,,,
Eya3,9.58678,,,,,
Eya4,0.00971777,,,,,
Ezh1,6.11858,,,,,
Ezh2,73.8977,,,,,
Ezr,93.5364,,,,,
F10,0.0329499,,,,,
F11,0,,,,,
F11r,30.4442,,,,,
F12,0,,,,,
F13a1,0.0103385,,,,,
F13b,0,,,,,
F2,0.743431,,,,,
F2r,10.1385,,,,,
F2rl1,16.4568,,,,,
F2rl2,0.0167597,,,,,
F2rl3,0,,,,,
F3,5.28139,,,,,
F420014N23Rik,0,,,,,
F5,0.136585,,,,,
F630028O10Rik,0,,,,,
F630042J09Rik,0.230243,,,,,
F630111L10Rik,0.0106142,,,,,
F630206G17Rik,0,,,,,
F7,0,,,,,
F730035M05Rik,0,,,,,
F730043M19Rik,0.675627,,,,,
F8,0.202733,,,,,
F830002L21Rik,0,,,,,
F830016B08Rik,0,,,,,
F830045P16Rik,0,,,,,
F8a,0.845009,,,,,
F9,0,,,,,
F930015N05Rik,0,,,,,
Fa2h,0,,,,,
Faah,0.544957,,,,,
Fabp1,0,,,,,
Fabp12,0,,,,,
Fabp2,0,,,,,
Fabp3,40.7655,,,,,
Fabp4,0,,,,,
Fabp5,21.1584,,,,,
Fabp6,0.125103,,,,,
Fabp7,0.204673,,,,,
Fabp9,0,,,,,
Fadd,2.58413,,,,,
Fads1,8.02763,,,,,
Fads2,13.8721,,,,,
Fads3,0.321166,,,,,
Fads6,0.513351,,,,,
Faf1,26.3188,,,,,
Faf2,15.2388,,,,,
Fah,4.03605,,,,,
Fahd1,4.7297,,,,,
Fahd2a,2.39528,,,,,
Faim,17.4057,,,,,
Faim2,0.170941,,,,,
Faim3,0,,,,,
Fam101a,0.104875,,,,,
Fam101b,0.366323,,,,,
Fam102a,3.05589,,,,,
Fam102b,0.660722,,,,,
Fam103a1,25.6553,,,,,
Fam104a,17.3701,,,,,
Fam105a,0.27399,,,,,
Fam105b,19.5083,,,,,
Fam107a,0.0128784,,,,,
Fam107b,2.0063,,,,,
Fam108a,40.556,,,,,
Fam108b,8.07236,,,,,
Fam108c,24.9766,,,,,
Fam109a,3.94629,,,,,
Fam109b,0.953831,,,,,
Fam110a,3.76612,,,,,
Fam110b,4.18922,,,,,
Fam110c,0.0921454,,,,,
Fam111a,9.70876,,,,,
Fam114a1,0.620753,,,,,
Fam114a2,19.8351,,,,,
Fam115a,0.899765,,,,,
Fam115c,1.25137,,,,,
Fam115e,0,,,,,
Fam117a,9.12523,,,,,
Fam117b,6.55294,,,,,
Fam118a,13.1939,,,,,
Fam118b,13.9983,,,,,
Fam120a,32.2408,,,,,
Fam120aos,2.23278,,,,,
Fam120b,2.71003,,,,,
Fam120c,0.342884,,,,,
Fam122a,4.03993,,,,,
Fam122b,5.19019,,,,,
Fam122c,0,,,,,
Fam124a,1.03871,,,,,
Fam124b,0,,,,,
Fam126a,2.67657,,,,,
Fam126b,2.3391,,,,,
Fam129a,3.53693,,,,,
Fam129b,30.2818,,,,,
Fam129c,0.349169,,,,,
Fam131a,0,,,,,
Fam131b,0.903288,,,,,
Fam131c,1.99299,,,,,
Fam132a,0.781243,,,,,
Fam132b,0.725174,,,,,
Fam133b,18.7062,,,,,
Fam134a,7.64573,,,,,
Fam134b,3.9443,,,,,
Fam134c,13.4271,,,,,
Fam135a,3.15358,,,,,
Fam135b,0.0256934,,,,,
Fam136a,97.5335,,,,,
Fam13a,0.0833066,,,,,
Fam13b,7.75274,,,,,
Fam13c,1.27603,,,,,
Fam149a,0.0645632,,,,,
Fam149b,7.81426,,,,,
Fam150a,0,,,,,
Fam150b,0,,,,,
Fam151a,0.388687,,,,,
Fam151b,0.321752,,,,,
Fam154a,0,,,,,
Fam154b,0.0146552,,,,,
Fam155a,0.0257744,,,,,
Fam159a,0.492328,,,,,
Fam159b,0.343061,,,,,
Fam160a1,0.0904594,,,,,
Fam160a2,5.51383,,,,,
Fam160b1,5.85111,,,,,
Fam160b2,3.82466,,,,,
Fam161a,0.765356,,,,,
Fam161b,0.948583,,,,,
Fam162a,127.843,,,,,
Fam162b,0,,,,,
Fam163a,0.021737,,,,,
Fam163b,0.234764,,,,,
Fam166a,0,,,,,
Fam166b,0,,,,,
Fam167a,0.71361,,,,,
Fam167b,0.154079,,,,,
Fam168a,6.45932,,,,,
Fam168b,20.7305,,,,,
Fam169a,56.4838,,,,,
Fam169b,1.56278,,,,,
Fam170a,0,,,,,
Fam170b,0,,,,,
Fam171a1,1.6323,,,,,
Fam171a2,1.73949,,,,,
Fam171b,0.712076,,,,,
Fam172a,2.95196,,,,,
Fam173a,10.2448,,,,,
Fam173b,2.64391,,,,,
Fam174a,2.32947,,,,,
Fam174b,1.3777,,,,,
Fam175a,9.44013,,,,,
Fam175b,8.13345,,,,,
Fam178a,13.6018,,,,,
Fam178b,4.5386,,,,,
Fam179a,0.0229508,,,,,
Fam179b,8.73351,,,,,
Fam180a,0,,,,,
Fam181a,0.0946729,,,,,
Fam181b,0.647481,,,,,
Fam183b,2.77525,,,,,
Fam184a,0.788165,,,,,
Fam184b,0.666416,,,,,
Fam185a,8.82781,,,,,
Fam186b,0.0761552,,,,,
Fam187a,0,,,,,
Fam187b,0.711173,,,,,
Fam188a,17.5467,,,,,
Fam188b,1.12974,,,,,
Fam189a1,0.124765,,,,,
Fam189a2,0.242373,,,,,
Fam189b,3.89912,,,,,
Fam192a,33.9821,,,,,
Fam193a,7.19665,,,,,
Fam193b,8.33455,,,,,
Fam194a,0.0380567,,,,,
Fam195a,8.51696,,,,,
Fam195b,22.2769,,,,,
Fam196a,0.19636,,,,,
Fam196b,0.205065,,,,,
Fam198a,0.0443017,,,,,
Fam198b,1.80258,,,,,
Fam199x,1.65015,,,,,
Fam19a1,0.0124215,,,,,
Fam19a2,0,,,,,
Fam19a3,0.00920223,,,,,
Fam19a4,1.05345,,,,,
Fam19a5,0.805145,,,,,
Fam203a,17.9693,,,,,
Fam207a,27.591,,,,,
Fam209,0,,,,,
Fam20a,0,,,,,
Fam20b,6.77424,,,,,
Fam20c,0.392593,,,,,
Fam21,22.1564,,,,,
Fam210a,4.84427,,,,,
Fam210b,1.41362,,,,,
Fam211a,0.65995,,,,,
Fam211b,0.00860736,,,,,
Fam212a,0.664759,,,,,
Fam212b,0.934153,,,,,
Fam213a,7.45327,,,,,
Fam213b,11.9876,,,,,
Fam214a,0.957381,,,,,
Fam214b,1.92759,,,,,
Fam216a,12.3891,,,,,
Fam216b,0,,,,,
Fam217a,0,,,,,
Fam217b,0.662035,,,,,
Fam219a,0.397697,,,,,
Fam219b,5.11242,,,,,
Fam220a,12.4828,,,,,
Fam221a,2.43611,,,,,
Fam221b,0,,,,,
Fam222a,2.99744,,,,,
Fam222b,8.24945,,,,,
Fam227a,0.205048,,,,,
Fam227b,0,,,,,
Fam228a,0,,,,,
Fam228b,0.508284,,,,,
Fam229a,0.323878,,,,,
Fam229b,1.95492,,,,,
Fam24a,0,,,,,
Fam25c,28.8913,,,,,
Fam26d,0.0107848,,,,,
Fam26e,0.407311,,,,,
Fam26f,1.16782,,,,,
Fam32a,44.121,,,,,
Fam35a,4.90708,,,,,
Fam3a,1.65121,,,,,
Fam3b,0,,,,,
Fam3c,29.2479,,,,,
Fam43a,6.67329,,,,,
Fam43b,0.350253,,,,,
Fam45a,8.70224,,,,,
Fam46a,0.418376,,,,,
Fam46b,2.21768,,,,,
Fam46c,0.726695,,,,,
Fam46d,0.0914886,,,,,
Fam47c,0,,,,,
Fam47e,0,,,,,
Fam49a,2.57489,,,,,
Fam49b,21.769,,,,,
Fam50a,36.1328,,,,,
Fam50b,0.204907,,,,,
Fam53a,12.9856,,,,,
Fam53b,0.844883,,,,,
Fam53c,14.3202,,,,,
Fam57a,2.61776,,,,,
Fam57b,1.68283,,,,,
Fam58b,13.4325,,,,,
Fam5b,0.17483,,,,,
Fam5c,0,,,,,
Fam60a,132.079,,,,,
Fam63a,18.4488,,,,,
Fam63b,0.124875,,,,,
Fam64a,12.9828,,,,,
Fam65a,3.79564,,,,,
Fam65b,0.0771685,,,,,
Fam65c,0.0138653,,,,,
Fam69a,0,,,,,
Fam69b,3.20854,,,,,
Fam69c,0.0194392,,,,,
Fam71a,0,,,,,
Fam71b,0,,,,,
Fam71d,0,,,,,
Fam71e1,0.0589684,,,,,
Fam71e2,0.0610091,,,,,
Fam71f1,0.0548327,,,,,
Fam71f2,0.0390538,,,,,
Fam72a,3.48793,,,,,
Fam73a,9.14083,,,,,
Fam73b,5.17505,,,,,
Fam76a,8.50884,,,,,
Fam76b,11.8543,,,,,
Fam78a,1.26271,,,,,
Fam78b,0.0424,,,,,
Fam81a,1.66791,,,,,
Fam83a,0.100717,,,,,
Fam83b,1.00726,,,,,
Fam83c,0.266391,,,,,
Fam83d,16.4541,,,,,
Fam83e,0.0421367,,,,,
Fam83f,0.397888,,,,,
Fam83g,1.56931,,,,,
Fam83h,5.33931,,,,,
Fam84a,0.35761,,,,,
Fam84b,1.86749,,,,,
Fam86,10.1311,,,,,
Fam89a,1.36605,,,,,
Fam89b,8.22881,,,,,
Fam92a,8.25092,,,,,
Fam92b,0.0385364,,,,,
Fam96a,42.3269,,,,,
Fam96b,67.259,,,,,
Fam98a,29.9847,,,,,
Fam98b,33.7828,,,,,
Fam98c,15.9858,,,,,
Fan1,2.21058,,,,,
Fanca,6.92405,,,,,
Fancb,5.36616,,,,,
Fancc,3.90524,,,,,
Fancd2,11.6034,,,,,
Fance,13.3513,,,,,
Fancf,3.31422,,,,,
Fancg,6.50119,,,,,
Fanci,16.1742,,,,,
Fancl,24.9341,,,,,
Fancm,8.22523,,,,,
Fank1,0.0214092,,,,,
Fap,0,,,,,
Far1,21.1912,,,,,
Far2,0,,,,,
Farp1,1.96015,,,,,
Farp2,0,,,,,
Fars2,6.24896,,,,,
Farsa,79.7448,,,,,
Farsb,63.297,,,,,
Fas,0.590271,,,,,
Fasl,0.022505,,,,,
Fasn,48.3529,,,,,
Fastk,21.5683,,,,,
Fastkd1,6.9824,,,,,
Fastkd2,20.4258,,,,,
Fastkd3,11.4623,,,,,
Fastkd5,14.6222,,,,,
Fat1,15.1842,,,,,
Fat2,0.0585228,,,,,
Fat3,0.0310629,,,,,
Fat4,0.00237837,,,,,
Fate1,0,,,,,
Fau,514.755,,,,,
Faxc,0.26081,,,,,
Fbf1,3.96793,,,,,
Fbl,124.065,,,,,
Fblim1,48.7343,,,,,
Fbll1,0.0291493,,,,,
Fbln1,9.45581,,,,,
Fbln2,0.238157,,,,,
Fbln5,0,,,,,
Fbln7,0.0839927,,,,,
Fbn1,0.237992,,,,,
Fbn2,0.110436,,,,,
Fbp1,0.267709,,,,,
Fbp2,0.661416,,,,,
Fbrs,7.54038,,,,,
Fbrsl1,5.28985,,,,,
Fbxl12,0,,,,,
Fbxl13,0,,,,,
Fbxl14,12.7642,,,,,
Fbxl15,0,,,,,
Fbxl16,1.10297,,,,,
Fbxl17,0.552109,,,,,
Fbxl18,10.9842,,,,,
Fbxl19,45.1385,,,,,
Fbxl2,0,,,,,
Fbxl20,3.00741,,,,,
Fbxl21,0.19367,,,,,
Fbxl22,0,,,,,
Fbxl3,10.6742,,,,,
Fbxl4,2.01453,,,,,
Fbxl5,22.6835,,,,,
Fbxl6,16.8453,,,,,
Fbxl7,0.283076,,,,,
Fbxl8,0.446645,,,,,
Fbxo10,0.760344,,,,,
Fbxo11,0,,,,,
Fbxo15,124.972,,,,,
Fbxo16,1.48108,,,,,
Fbxo17,3.41567,,,,,
Fbxo18,12.1006,,,,,
Fbxo2,7.1114,,,,,
Fbxo21,16.4488,,,,,
Fbxo22,59.2888,,,,,
Fbxo24,0.542624,,,,,
Fbxo25,7.47775,,,,,
Fbxo27,1.93264,,,,,
Fbxo28,8.53489,,,,,
Fbxo3,17.4944,,,,,
Fbxo30,9.87925,,,,,
Fbxo31,7.19403,,,,,
Fbxo32,0.410277,,,,,
Fbxo33,7.95229,,,,,
Fbxo34,10.5066,,,,,
Fbxo36,2.51271,,,,,
Fbxo38,19.3347,,,,,
Fbxo39,0.0251548,,,,,
Fbxo4,0.151806,,,,,
Fbxo40,0,,,,,
Fbxo41,0.160678,,,,,
Fbxo42,10.9595,,,,,
Fbxo43,0.0988027,,,,,
Fbxo44,0.503027,,,,,
Fbxo45,6.5417,,,,,
Fbxo46,5.02496,,,,,
Fbxo47,0.564676,,,,,
Fbxo48,0.455532,,,,,
Fbxo5,65.2953,,,,,
Fbxo6,12.2695,,,,,
Fbxo7,9.14793,,,,,
Fbxo8,5.12658,,,,,
Fbxo9,9.02706,,,,,
Fbxw10,0.148327,,,,,
Fbxw11,22.0185,,,,,
Fbxw13,0,,,,,
Fbxw14,0,,,,,
Fbxw15,0,,,,,
Fbxw16,0.0290151,,,,,
Fbxw17,4.86686,,,,,
Fbxw18,0,,,,,
Fbxw19,0,,,,,
Fbxw2,22.0353,,,,,
Fbxw20,0,,,,,
Fbxw21,0,,,,,
Fbxw22,0,,,,,
Fbxw24,0,,,,,
Fbxw26,0,,,,,
Fbxw28,0,,,,,
Fbxw4,1.87085,,,,,
