tracking_id,3T3 B1
1500015L24Rik,0
1500015O10Rik,0
1500016L03Rik,0
1500017E21Rik,0
1500032L24Rik,136.945
1600002D24Rik,0
1600002H07Rik,5.54613
1600002K03Rik,5.7916
1600010M07Rik,0
1600012H06Rik,8.27707
1600014C10Rik,3.73187
1600014C23Rik,0
1600014K23Rik,0
1600015I10Rik,0
1600016N20Rik,0
1600019K03Rik,0.231972
1600020E01Rik,4.81928
1600023N17Rik,0.153579
1600025M17Rik,0
1600029D21Rik,0
1600029I14Rik,0
1600029O15Rik,0
1700001C02Rik,0
1700001C19Rik,0
1700001D01Rik,0
1700001F09Rik,0
1700001G11Rik,0
1700001G17Rik,0.903322
1700001J03Rik,0.054059
1700001J11Rik,0.121701
1700001K19Rik,0
1700001K23Rik,0.111326
1700001L05Rik,0.0315883
1700001L19Rik,0
1700001O22Rik,0.246187
1700001P01Rik,0.223128
1700003C15Rik,0
1700003D09Rik,0
1700003E16Rik,1.32811
1700003F12Rik,2.29119
1700003F17Rik,0
1700003G13Rik,0
1700003G18Rik,0
1700003H04Rik,0
1700003L19Rik,0
1700003M02Rik,0
1700003M07Rik,0.03448
1700003P14Rik,0
1700006A11Rik,0
1700006E09Rik,0
1700006F04Rik,0.135596
1700006H21Rik,0.149482
1700007B14Rik,0
1700007F19Rik,0
1700007G11Rik,0
1700007J10Rik,0
1700007K09Rik,0.0660004
1700007K13Rik,0.103352
1700007L15Rik,2.23098
1700007P06Rik,0
1700008A04Rik,0
1700008F21Rik,0
1700008I05Rik,0.039028
1700008J07Rik,2.47354
1700008K24Rik,0
1700008O03Rik,0.17496
1700008P02Rik,0
1700009C05Rik,0
1700009J07Rik,0
1700009N14Rik,0.0581741
1700009P17Rik,0.0743541
1700010B08Rik,0
1700010D01Rik,0
1700010I02Rik,0
1700010I14Rik,0.439624
1700010J16Rik,0
1700010K23Rik,0
1700011A15Rik,0.0884961
1700011B04Rik,0
1700011E24Rik,0
1700011H14Rik,0
1700011I03Rik,0
1700011J10Rik,0
1700011L22Rik,0.0399029
1700011M02Rik,0
1700012A03Rik,0
1700012B07Rik,0
1700012B09Rik,0
1700012B15Rik,0
1700012D01Rik,1.07766
1700012D14Rik,0.440877
1700012I11Rik,0
1700012L04Rik,0
1700012P22Rik,0
1700013D24Rik,0
1700013F07Rik,0.887442
1700013G23Rik,0.67777
1700013G24Rik,0
1700013H16Rik,0
1700015E13Rik,0
1700015F17Rik,0
1700015G11Rik,0
1700016C15Rik,0
1700016D06Rik,0
1700016G22Rik,0
1700016H13Rik,0
1700016K19Rik,0
1700016L04Rik,0.0438029
1700016L21Rik,0
1700016P04Rik,0
1700017B05Rik,11.1773
1700017D01Rik,0
1700017G19Rik,0
1700017J07Rik,0
1700017N19Rik,0
1700018A04Rik,2.07339
1700018B08Rik,0
1700018B24Rik,0
1700018C11Rik,0
1700018F24Rik,0.0168422
1700018G05Rik,0
1700018L02Rik,0
1700019A02Rik,0
1700019B03Rik,0
1700019B21Rik,0.0802517
1700019D03Rik,0
1700019E08Rik,0
1700019G17Rik,0.17051
1700019G24Rik,0
1700019L03Rik,0
1700019M22Rik,0
1700019N19Rik,0
1700019O17Rik,0
1700020A23Rik,0
1700020D05Rik,1.66628
1700020G17Rik,0
1700020I14Rik,11.2547
1700020L24Rik,1.5307
1700020M21Rik,0
1700020N01Rik,0
1700020N15Rik,0
1700020N18Rik,0
1700021F05Rik,30.6653
1700021F07Rik,0
1700021K19Rik,8.6625
1700021N21Rik,0
1700022A21Rik,0
1700022A22Rik,0
1700022E09Rik,0
1700022H16Rik,0
1700022I11Rik,0
1700022P22Rik,0
1700023A16Rik,0
1700023C21Rik,0
1700023E05Rik,0
1700023F02Rik,0
1700023F06Rik,0.0333891
1700023L04Rik,0
1700024B18Rik,0
1700024F13Rik,0
1700024G13Rik,0
1700024P03Rik,0
1700024P04Rik,0
1700024P16Rik,0.531969
1700025B11Rik,0
1700025C18Rik,0
1700025E21Rik,0.0541434
1700025F22Rik,0
1700025F24Rik,0
1700025G04Rik,4.82392
1700025K24Rik,0
1700025M24Rik,0
1700025N23Rik,0
1700026D08Rik,4.00795
1700026D11Rik,0
1700026F02Rik,0
1700026L06Rik,0
1700027A15Rik,0
1700027F09Rik,0
1700027H10Rik,0
1700027I24Rik,0
1700027J07Rik,0
1700028B04Rik,0
1700028D13Rik,0
1700028E10Rik,0.161944
1700028I16Rik,0
1700028J19Rik,0.093989
1700028K03Rik,0
1700028M03Rik,0
1700028P14Rik,0
1700028P15Rik,0
1700029B22Rik,0
1700029F12Rik,0
1700029H14Rik,0
1700029I15Rik,0.202835
1700029J03Rik,0.0530244
1700029J07Rik,0.144794
1700029M20Rik,0
1700029N11Rik,0
1700029P11Rik,0
1700030A11Rik,0
1700030C10Rik,0
1700030F04Rik,0
1700030F18Rik,0
1700030J22Rik,0.243212
1700030K09Rik,0
1700030L20Rik,0
1700030M09Rik,0
1700030N03Rik,0
1700030O20Rik,0
1700031A10Rik,0
1700031F05Rik,0
1700031M16Rik,0
1700031P21Rik,0
1700034E13Rik,0
1700034F02Rik,0
1700034G24Rik,0
1700034H15Rik,0
1700034I23Rik,0
1700034J05Rik,0
1700034K08Rik,0
1700034O15Rik,0
1700034P13Rik,0
1700036G14Rik,0
1700037C18Rik,2.00238
1700037H04Rik,40.4268
1700039E15Rik,0
1700039E22Rik,0
1700040L02Rik,0
1700040N02Rik,0
1700041C23Rik,0
1700041M19Rik,0
1700042B14Rik,0
1700042G07Rik,0
1700042G15Rik,0
1700042O10Rik,0.141625
1700044C05Rik,0
1700044K03Rik,0
1700045H11Rik,0
1700045I19Rik,0
1700046C09Rik,0
1700047E10Rik,0
1700047G03Rik,0
1700047I17Rik2,3.4719
1700047I17Rik2,3.4719
1700047L14Rik,0
1700047M11Rik,0
1700048M11Rik,0
1700048O20Rik,2.23848
1700049E15Rik,0
1700049E22Rik,0
1700049G17Rik,1.14045
1700049L16Rik,0
1700051A21Rik,0
1700052I22Rik,0
1700052K11Rik,3.50674
1700052N19Rik,10.1012
1700054A03Rik,0
1700054K19Rik,0
1700054M17Rik,0
1700054O13Rik,0
1700055C04Rik,0
1700055N04Rik,0.0426895
1700056E22Rik,2.71257
1700057G04Rik,0
1700057H15Rik,0
1700058G18Rik,0
1700060C16Rik,0
1700060C20Rik,0
1700061F12Rik,0
1700061G19Rik,0
1700061I17Rik,0
1700063A18Rik,0
1700063D05Rik,0
1700063O14Rik,0
1700064J06Rik,0
1700064M15Rik,0
1700065D16Rik,0
1700065I16Rik,0
1700065I17Rik,0
1700065J11Rik,0
1700065J18Rik,0
1700065O20Rik,0
1700066B17Rik,0
1700066B19Rik,0
1700066J24Rik,3.95035
1700066M21Rik,4.14678
1700066N21Rik,0
1700066O22Rik,0
1700067G17Rik,0
1700067K01Rik,0.175199
1700067P10Rik,0
1700069L16Rik,0
1700069P05Rik,0
1700071K01Rik,0
1700071M16Rik,0
1700072B07Rik,0
1700072O05Rik,0
1700073E17Rik,0
1700074H08Rik,0
1700074P13Rik,0
1700080E11Rik,0
1700080N15Rik,0
1700080O16Rik,0
1700081H04Rik,0
1700081H22Rik,0
1700084C01Rik,0.0497263
1700084E18Rik,0.416041
1700084F23Rik,0
1700084J12Rik,0
1700085B03Rik,0
1700085C21Rik,0
1700086L19Rik,0
1700086O06Rik,0
1700088E04Rik,0
1700091E21Rik,0
1700091H14Rik,0
1700092C02Rik,0
1700092C10Rik,0
1700092E19Rik,0
1700092K14Rik,0
1700092M07Rik,0.550774
1700093K21Rik,0
1700094D03Rik,0.222009
1700094J05Rik,0
1700094M24Rik,0
1700095A21Rik,0
1700095B10Rik,0
1700095B22Rik,0
1700096J18Rik,0.127113
1700096K18Rik,1.11069
1700097N02Rik,0
1700100L14Rik,0
1700101E01Rik,0.425195
1700101I11Rik,0
1700101O22Rik,0
1700102H20Rik,0.17477
1700102P08Rik,0
1700104A03Rik,0
1700105P06Rik,0
1700106J16Rik,0
1700108F19Rik,0
1700108J01Rik,0
1700109F18Rik,0.315403
1700109G14Rik,0
1700109G15Rik,0
1700109H08Rik,0
1700109I08Rik,0
1700110C19Rik,0
1700110I01Rik,0
1700110I01Rik,0
1700110I01Rik,0
1700110K17Rik,0
1700110M21Rik,0
1700111N16Rik,0
1700112E06Rik,0.04374
1700112H15Rik,0
1700112J05Rik,0
1700113A16Rik,4.51935
1700113H08Rik,0
1700119H24Rik,0
1700120C14Rik,0
1700120E14Rik,0
1700120G07Rik,0
1700120K04Rik,1.11241
1700121L16Rik,0
1700121N20Rik,0
1700122O11Rik,0
1700123I01Rik,0
1700123K08Rik,0
1700123L14Rik,0
1700123M08Rik,0.751387
1700123O12Rik,0
1700123O20Rik,12.5433
1700123O21Rik,0
1700125G02Rik,0
1700125G22Rik,0
1700125H03Rik,0
1700125H20Rik,0
1700126H18Rik,0
1700128A07Rik,0
1700128F08Rik,0
1700129C05Rik,0
1810006J02Rik,0
1810007C17Rik,0.123446
1810007D17Rik,0
1810007I06Rik,0
1810008I18Rik,0
1810009A15Rik,139.241
1810009J06Rik,0
1810010D01Rik,0
1810010H24Rik,0.757807
1810011H11Rik,0
1810011O10Rik,17.9294
1810012K16Rik,0.092984
1810013A23Rik,0
1810013D10Rik,4.77891
1810013L24Rik,13.9836
1810014B01Rik,1.46337
1810018F18Rik,0
1810019D21Rik,0.131046
1810019J16Rik,0
1810020O05Rik,0
1810021B22Rik,0.207907
1810022K09Rik,15.3333
1810024B03Rik,0
1810026B05Rik,2.00423
1810026J23Rik,13.0392
1810030O07Rik,14.7097
1810032O08Rik,9.52522
1810033B17Rik,0
1810034E14Rik,0
1810035I16Rik,0
1810037I17Rik,78.6552
1810041L15Rik,0.00534411
1810043G02Rik,8.57668
1810043H04Rik,34.9691
1810044D09Rik,3.70078
1810046K07Rik,0
1810053B23Rik,0
1810055G02Rik,28.3791
1810058I24Rik,50.4021
1810062G17Rik,0.04374
1810062O18Rik,0
1810064F22Rik,0
1810065E05Rik,0
2010001E11Rik,0.0147174
2010001M06Rik,0
2010002M12Rik,1.63468
2010003K11Rik,0.0639747
2010003O02Rik,0
2010005H15Rik,0
2010009K17Rik,0
2010010A06Rik,0.0707502
2010012O05Rik,6.71118
2010015L04Rik,0.336842
2010016I18Rik,0
2010106C02Rik,0
2010106E10Rik,0
2010107E04Rik,344.398
2010107G12Rik,0.062716
2010107G23Rik,0
2010109A12Rik,0
2010109I03Rik,0
2010111I01Rik,1.97023
2010204K13Rik,16.8078
2010300C02Rik,0
2010308F09Rik,0
2010310C07Rik,0
2010315B03Rik,2.30865
2010320M18Rik,8.78528
2200002D01Rik,30.085
2200002J24Rik,0
2210010C04Rik,0
2210013O21Rik,45.9215
2210015D19Rik,4.55524
2210016F16Rik,0.0233735
2210016L21Rik,23.8957
2210018M11Rik,6.74529
2210019I11Rik,0
2210039B01Rik,0
2210404J11Rik,2.04411
2210404O07Rik,0
2210404O09Rik,1.51868
2210407C18Rik,0
2210408F21Rik,2.5579
2210408I21Rik,0.83113
2210409D07Rik,0
2210409E12Rik,0
2210414B05Rik,0
2210416O15Rik,0
2210417A02Rik,0
2210417K05Rik,1.51155
2210420H20Rik,0
2300002M23Rik,0
2300003K06Rik,0
2300005B03Rik,0
2300009A05Rik,10.7211
2310001H17Rik,2.16076
2310001K24Rik,0
2310002D06Rik,0
2310002F09Rik,0.0521014
2310002J15Rik,0
2310002L09Rik,0
2310003H01Rik,8.2244
2310005A03Rik,0
2310005E17Rik,0
2310005G13Rik,0.0106831
2310007B03Rik,0
2310007L24Rik,0
2310008H04Rik,25.2809
2310008H09Rik,10.8392
2310008N11Rik,0
2310009A05Rik,17.9945
2310009B15Rik,36.5621
2310010J17Rik,2.21629
2310010M20Rik,0
2310011J03Rik,15.884
2310014F07Rik,0.0336844
2310014L17Rik,0.130982
2310015A10Rik,1.27676
2310015B20Rik,0
2310015D24Rik,0
2310016D03Rik,0
2310020H05Rik,0
2310022A10Rik,8.6958
2310022B05Rik,164.139
2310030A07Rik,0
2310030G06Rik,0.0296531
2310033P09Rik,10.27
2310034C09Rik,0
2310034G01Rik,1.2748
2310034O05Rik,0
2310035C23Rik,6.68575
2310036O22Rik,128.648
2310039H08Rik,31.0894
2310039L15Rik,0
2310040G24Rik,0.108696
2310042D19Rik,0.394839
2310042E22Rik,0
2310043L19Rik,0
2310043O21Rik,0
2310044G17Rik,11.2344
2310045N01Rik,32.3914
2310047M10Rik,16.776
2310050B05Rik,0
2310050C09Rik,0
2310057J18Rik,0
2310057M21Rik,4.96822
2310057N15Rik,0
2310061I04Rik,28.0471
2310061J03Rik,2.92916
2310061N02Rik,0
2310065F04Rik,0
2310067B10Rik,16.1566
2310068J16Rik,0
2310069B03Rik,0.113101
2310069G16Rik,0
2310079G19Rik,0
2310081J21Rik,0
2310081J21Rik,0
2410002F23Rik,23.2826
2410003L11Rik,0
2410004B18Rik,14.3416
2410004I01Rik,0
2410004N09Rik,87.9072
2410004P03Rik,0
2410006H16Rik,839.948
2410007B07Rik,0
2410012E07Rik,0.053338
2410012M07Rik,0
2410015M20Rik,78.4977
2410016O06Rik,9.40694
2410017I17Rik,0
2410018L13Rik,1.76302
2410018M08Rik,14.4209
2410021H03Rik,0
2410057H14Rik,0
2410066E13Rik,0.835378
2410076I21Rik,0
2410088K16Rik,0
2410089E03Rik,4.81151
2410114N07Rik,0
2410124H12Rik,0
2410127L17Rik,17.4288
2410131K14Rik,4.52968
2410137F16Rik,0
2410137M14Rik,0
2410141K09Rik,0
2500004C02Rik,0.488703
2510002D24Rik,6.25839
2510003D18Rik,0
2510003E04Rik,17.035
2510009E07Rik,3.01698
2510039O18Rik,25.1268
2510049J12Rik,0.0131094
2600006L11Rik,0.291966
2610001J05Rik,26.3566
2610002J02Rik,14.0647
2610002M06Rik,4.91799
2610005L07Rik,18.4575
2610008E11Rik,4.62294
2610015P09Rik,1.67991
2610016A17Rik,0
2610017I09Rik,0
2610018G03Rik,0
2610019E17Rik,41.345
2610019F03Rik,1.74827
2610020C07Rik,0
2610020H08Rik,2.19482
2610027K06Rik,0
2610028E06Rik,0.0549325
2610028H24Rik,0
2610034B18Rik,20.5933
2610034M16Rik,0
2610035D17Rik,0.652891
2610035F20Rik,0
2610037D02Rik,0.00891962
2610044O15Rik8,2.54421
2610100L16Rik,0
2610203C20Rik,17.1349
2610203C22Rik,0.266854
2610204G22Rik,0.195718
2610206C17Rik,0
2610301B20Rik,9.70111
2610301G19Rik,13.2567
2610305D13Rik,3.08364
2610306M01Rik,5.53938
2610307P16Rik,0.746647
2610316D01Rik,0
2610318N02Rik,1.62268
2610507B11Rik,32.425
2610507I01Rik,0.0792837
2610524H06Rik,0
2610528A11Rik,0.0562543
2610528J11Rik,0
2700029M09Rik,31.5219
2700038G22Rik,2.11883
2700046A07Rik,0
2700046G09Rik,0.619453
2700049A03Rik,4.18906
2700050L05Rik,3.78293
2700054A10Rik,0.831774
2700060E02Rik,26.9765
2700062C07Rik,9.20519
2700069I18Rik,1.94612
2700070H01Rik,0.0198962
2700081L22Rik,0
2700081O15Rik,18.9771
2700086A05Rik,0
2700089E24Rik,36.05
2700089I24Rik,0
2700094K13Rik,74.4956
2700097O09Rik,3.34775
2700099C18Rik,7.32642
2810001G20Rik,5.1921
2810002D19Rik,1.77892
2810004N23Rik,45.9586
2810006K23Rik,5.7738
2810007J24Rik,0
2810008D09Rik,13.8256
2810011L19Rik,0
2810013P06Rik,4.77199
2810021J22Rik,1.39749
2810025M15Rik,25.5933
2810029C07Rik,0.402902
2810032G03Rik,1.78111
2810047C21Rik1,2.65379
2810049E08Rik,0.0686588
2810055G20Rik,0
2810403A07Rik,13.2531
2810403D21Rik,0.346864
2810404M03Rik,0
2810405F15Rik,0.114164
2810407C02Rik,46.6485
2810408A11Rik,0.85598
2810408I11Rik,12.3125
2810408M09Rik,7.63859
2810410L24Rik,0.898305
2810417H13Rik,31.2019
2810428I15Rik,87.9452
2810429I04Rik,0
2810433D01Rik,2.83054
2810442I21Rik,0.135554
2810442N19Rik,0.216217
2810454H06Rik,0.128406
2810459M11Rik,0
2810468N07Rik,0
2810471M01Rik,0
2810474O19Rik,13.3943
2900002K06Rik,0
2900005J15Rik,0
2900008C10Rik,0
2900009J06Rik,4.39283
2900011O08Rik,0
2900026A02Rik,0.0812877
2900041M22Rik,0
2900052N01Rik,0
2900055J20Rik,0
2900056M20Rik,2.63309
2900057B20Rik,0
2900060B14Rik,0
2900076A07Rik,3.19168
2900079G21Rik,0
2900092C05Rik,0
2900092D14Rik,0
2900093L17Rik,0
2900097C17Rik,38.4066
3000002C10Rik,0.501367
3010001F23Rik,0.646336
3010026O09Rik,3.19326
3100003L05Rik,0
3110001D03Rik,64.2826
3110001I22Rik,0
3110002H16Rik,9.24447
3110007F17Rik,0.38864
3110009E18Rik,11.2491
3110009F21Rik,0
3110015C05Rik,0
3110021A11Rik,0.299885
3110021N24Rik,0
3110035E14Rik,0
3110039I08Rik,0.11864
3110039M20Rik,20.6269
3110040N11Rik,14.4141
3110043O21Rik,5.85264
3110045C21Rik,0
3110047P20Rik,0
3110052M02Rik,1.03844
3110056K07Rik,2.15643
3110057O12Rik,0.909833
3110062M04Rik,4.15673
3110070M22Rik,0
3110079O15Rik,0.246016
3110082I17Rik,24.2488
3110082J24Rik,0
3110099E03Rik,0.0125429
3200001D21Rik,0.0589265
3230401D17Rik,7.26992
3300002I08Rik,1.19443
3300005D01Rik,13.153
3425401B19Rik,0.0057149
3632451O06Rik,0
3632454L22Rik,0
3830403N18Rik,0.642991
3830406C13Rik,5.27242
3830408C21Rik,0.651603
3830417A13Rik,0
3930402G23Rik,0.0115758
4430402I18Rik,0
4632415K11Rik,4.76562
4632415L05Rik,6.04286
4632427E13Rik,2.21154
4632428C04Rik,0
4632428N05Rik,0.190877
4632434I11Rik,3.15933
4732415M23Rik,0.501653
4732416N19Rik,0
4732456N10Rik,0
4732471J01Rik,0
4732490B19Rik,0
4732491K20Rik,0.535436
4831440E17Rik,0.109264
4833403I15Rik,5.26065
4833412C05Rik,0
4833417C18Rik,0.772416
4833418N02Rik,0.486411
4833419F23Rik,1.05128
4833420G17Rik,9.07922
4833422C13Rik,0
4833423E24Rik,0
4833424O15Rik,0
4833427F10Rik,0.145037
4833427G06Rik,1.63045
4833428L15Rik,0
4833439L19Rik,31.4914
4921501E09Rik,0
4921504E06Rik,0
4921506M07Rik,0.0240965
4921507L20Rik,0
4921507P07Rik,0
4921508A21Rik,0
4921508D12Rik,0
4921509C19Rik,0
4921509O07Rik,0
4921511C10Rik,0
4921511C20Rik,0
4921511H03Rik,0
4921511I17Rik,0
4921511M17Rik,0
4921513I03Rik,0
4921515E04Rik,0
4921517D22Rik,0
4921524J17Rik,8.4573
4921524L21Rik,0
4921525B02Rik,0
4921525O09Rik,0
4921530D09Rik,0.100864
4921530L18Rik,0.208115
4921530L21Rik,0
4921531C22Rik,0.612855
4921531P14Rik,0
4921533I20Rik,0
4921536K21Rik,0.0633928
4921539E11Rik,0
4922501C03Rik,2.72925
4922501L14Rik,0
4922502D21Rik,0
4922502H24Rik,0
4922502N22Rik,0
4922505E12Rik,0
4930401C15Rik,0
4930401O10Rik,0
4930401O12Rik,0
4930402F06Rik,0
4930402F11Rik,0
4930402H24Rik,12.2567
4930402K13Rik,0
4930404A05Rik,0
4930404A10Rik,0.0257453
4930404H11Rik,0
4930404I05Rik,0
4930404N11Rik,5.89546
4930405A10Rik,0
4930405A21Rik,0.234205
4930405D11Rik,0
4930405J17Rik,0
4930405P13Rik,0
4930406D18Rik,0
4930407I10Rik,0
4930408F14Rik,0
4930412B13Rik,0
4930412C18Rik,0
4930412O13Rik,0
4930413E15Rik,0
4930413F20Rik,0
4930413G21Rik,11.1102
4930413M19Rik,0
4930414L22Rik,0
4930414N06Rik,0
4930415F15Rik,0.0565675
4930415L06Rik,0
4930415O20Rik,0.259919
4930417O13Rik,0
4930417O22Rik,0
4930419G24Rik,0
4930422G04Rik,1.89535
4930423M02Rik,0
4930425K10Rik,0
4930425O10Rik,0
4930426D05Rik,0
4930426L09Rik,0.191711
4930427A07Rik,6.07436
4930428D18Rik,0
4930428E07Rik,0
4930428G15Rik,0
4930428O21Rik,0.0399489
4930429B21Rik,0
4930429D17Rik,0
4930429F11Rik,0
4930429F24Rik,0
4930430A15Rik,0
4930430D24Rik,0
4930430F08Rik,6.33361
4930430F21Rik,0
4930430J02Rik,0
4930431F12Rik,0
4930431P03Rik,0.736938
4930432J09Rik,0.0522253
4930432K09Rik,0
4930432K21Rik,1.98181
4930432M17Rik,0
4930433B08Rik,0
4930433I11Rik,0
4930433N12Rik,0
4930434J06Rik,0
4930435E12Rik,0
4930438E09Rik,0
4930440C22Rik,0
4930441J16Rik,0
4930441O14Rik,0
4930442J19Rik,0
4930442L01Rik,0
4930443O20Rik,0
4930444A02Rik,5.33469
4930444F02Rik,0
4930444G20Rik,0
4930444M15Rik,0
4930444P10Rik,0
4930447A16Rik,0
4930447C04Rik,0
4930447J18Rik,0
4930447K03Rik,0
4930447N08Rik,0
4930448C13Rik,0
4930448F12Rik,0
4930448H16Rik,0
4930448I06Rik,0
4930448I18Rik,0
4930448K20Rik,0
4930449E01Rik,0
4930449E18Rik,0
4930449I24Rik,0
4930451C15Rik,0
4930451G09Rik,0.338373
4930451I11Rik,0
4930452A19Rik,0
4930452B06Rik,3.35186
4930452G13Rik,0
4930452N14Rik,0
4930453H23Rik,0
4930453L07Rik,0
4930453N24Rik,15.064
4930455B14Rik,0
4930455C13Rik,0
4930455D15Rik,0
4930455F16Rik,0
4930455F23Rik,4.92908
4930455H04Rik,0
4930455J16Rik,0
4930456L15Rik,0
4930459L07Rik,0
4930461G14Rik,0.26934
4930465A12Rik,0
4930465K10Rik,0.029087
4930465M20Rik,0
4930467D21Rik,0
4930467E23Rik,0
4930467K11Rik,0
4930468A15Rik,0
4930469G21Rik,0
4930470H14Rik,0
4930470P17Rik,0
4930471C04Rik,0
4930471G03Rik,0
4930471I20Rik,0
4930471M09Rik,0
4930473A02Rik,0
4930473O22Rik,0
4930474G06Rik,0
4930474H20Rik,0
4930474M22Rik,0.0764279
4930474N05Rik,0
4930474N09Rik,0
4930478L05Rik,0.0182957
4930478P22Rik,0
4930479D17Rik,0
4930479M11Rik,0.0628689
4930480E11Rik,0
4930480G23Rik,0
4930480K15Rik,0
4930480M12Rik,0
4930481A15Rik,0
4930483J18Rik,0
4930483K19Rik,0
4930483O08Rik,0
4930486F22Rik,0
4930486I03Rik,0
4930486L24Rik,0
4930487D11Rik,0
4930487H11Rik,0.134304
4930488B22Rik,0
4930488L21Rik,0.0184955
4930500F04Rik,0
4930500J02Rik,0.271802
4930500L23Rik,0
4930502A04Rik,0
4930502E09Rik,0
4930502E18Rik,0
4930503B20Rik,0
4930503E14Rik,0
4930503E24Rik,0
4930503H13Rik,0
4930503L19Rik,6.41292
4930503O07Rik,0
4930504O13Rik,0
4930505A04Rik,0.0428784
4930505G20Rik,0
4930506C21Rik,0
4930506M07Rik,0.0943599
4930507D05Rik,0
4930509E16Rik,0
4930509J09Rik,0
4930509K18Rik,0
4930511A02Rik,0
4930511E03Rik,0
4930511M06Rik,0.0125069
4930511M11Rik,0
4930512B01Rik,0
4930513D17Rik,0
4930513N10Rik,0
4930513O06Rik,0
4930515B02Rik,0
4930515G01Rik,0.411539
4930515G16Rik,0
4930515L03Rik,0
4930515L19Rik,0
4930517E11Rik,0
4930518P08Rik,0
4930519D14Rik,0
4930519F09Rik,0.870252
4930519F16Rik,0.0960628
4930519F24Rik,0
4930519G04Rik,0
4930519H02Rik,0
4930520O04Rik,0.535621
4930520P13Rik,0
4930521E06Rik,0
4930522H14Rik,0
4930522O17Rik,0
4930523C07Rik,5.89217
4930523O13Rik,0
4930524B15Rik,0
4930524C18Rik,0
4930524L23Rik,0
4930524N10Rik,0
4930524O05Rik,0
4930524O08Rik,0
4930525D18Rik,0
4930525G20Rik,0
4930525M21Rik,0
4930526D03Rik,0
4930526I15Rik,6.62833
4930526L06Rik,0
4930527F14Rik,0
4930527G23Rik,0
4930528A17Rik,0
4930528D03Rik,0
4930528P14Rik,0
4930529C04Rik,0.113325
4930529F24Rik,0
4930529K09Rik,0
4930529L06Rik,0
4930529M08Rik,0
4930533B01Rik,0
4930533P14Rik,0
4930538K18Rik,0.0945175
4930539C22Rik,0
4930539E08Rik,0.0278337
4930539J05Rik,8.66903
4930539M17Rik,0
4930539N22Rik,0
4930540M03Rik,0
4930542C21Rik,0
4930542D17Rik,0
4930542H20Rik,0
4930543E12Rik,0
4930544D05Rik,0
4930544G11Rik,0
4930544M13Rik,0
4930545E07Rik,0
4930545H06Rik,0
4930545L23Rik,0
4930546C10Rik,0
4930546K05Rik,0.00916643
4930547C10Rik,0
4930547E08Rik,0
4930547E14Rik,0
4930548G14Rik,0
4930548H24Rik,0
4930548J01Rik,0
4930548K13Rik,0
4930549C01Rik,0
4930549G23Rik,0
4930550C14Rik,0.0893941
4930550L24Rik,0
4930552N02Rik,0
4930552P12Rik,0
4930553E22Rik,0
4930554C24Rik,0
4930555B11Rik,0
4930555G01Rik,0.0823343
4930556C24Rik,0
4930556G01Rik,0
4930556J02Rik,0
4930556M19Rik,1.04046
4930556N09Rik,0
4930557A04Rik,0
4930557J02Rik,0
4930558C23Rik,0
4930558G05Rik,0
4930558J18Rik,0.729667
4930558K02Rik,0
4930562C15Rik,0.0168621
4930562F07Rik,0
4930563D23Rik,0
4930563E18Rik,0
