Genes,TPM
2700049a03rik,5.1117750000000015
2700062c07rik,24.301501000000002
2700081o15rik,31.7734
2700097o09rik,13.419926
2700099c18rik,10.3898912
2810004n23rik,55.114279
2810006k23rik,16.907595999999998
2810021j22rik,3.836865
2810025m15rik,155.5278
2810039b14rik,3.933422
2810047c21rik1,2.02431
2810408a11rik,6.2246950000000005
2810459m11rik,0.5907094
2900011o08rik,1.9625
2900026a02rik,3.4921690000000005
2900092c05rik,0.0
3000002c10rik,3.1695580000000003
3100002h09rik,0.0
3110001i22rik,3.966590038979001
3110009e18rik,21.442203
3110009m11rik,0.0
3110018i06rik,0.0
3110021n24rik,0.548239
3110040m04rik,0.273758
3110040n11rik,41.75238
3110053b16rik,2.74575295
3110067c02rik,0.04980205
3110070m22rik,1.19895
3110082i17rik,52.70899265
3110082j24rik,0.6951194999999999
3300002i08rik,2.7426125
3425401b19rik,0.35214
3830403n18rik,1.6816350000000002
3830406c13rik,11.360892510000005
3830417a13rik,0.326762
4430402i18rik,0.26060505
4632433k11rik,0.14316800000000002
4833418n17rik,1.398695
4833420g17rik,14.752313
4833423e24rik,0.0134775
4833427g06rik,2.211105
4833439l19rik,57.9572145
4921501e09rik,0.0
4921504e06rik,0.0
4921507p07rik,0.256508
4921509c19rik,0.0112592
4921511c20rik,0.0
4921511m17rik,0.0
4921517d22rik,0.00948694
4921524j17rik,17.10105
4921524l21rik,0.0
4921530l21rik,0.0
4921536k21rik,0.947201
4921539e11rik,0.0
4922502d21rik,0.0
4930402f06rik,0.0
4930402h24rik,24.5062982
4930402k13rik,0.0
4930404h24rik,0.0
4930404n11rik,0.45259507557850004
4930407i10rik,0.0
4930412o13rik,0.303078
4930415h17rik,0.0
4930415l06rik,0.0
4930415o20rik,0.7734075
4930421p07rik,0.0
4930426l09rik,0.22615349999999998
4930430a15rik,0.102444
4930430f08rik,14.9069829
4930431p19rik,0.2701655
4930432e11rik,0.01121978
4930432k21rik,1.5800165000000002
4930432m17rik,0.0
4930433i11rik,0.0
4930435e12rik,0.0
4930438a08rik,0.0
4930442h23rik,0.033975
4930444g20rik,0.0
4930444p10rik,0.24669499999999997
4930447a16rik,0.0
4930447c04rik,1.6048759
4930447f04rik,0.0
4930448k20rik,0.0
4930449a18rik,0.0
4930449i24rik,0.0
4930451g09rik,1.2942209999999998
4930451i11rik,0.0
4930452b06rik,5.276626599999999
4930453n24rik,23.15114
4930455h04rik,0.0
4930465k10rik,0.0288402
4930467e23rik,0.0
4930469k13rik,0.4732858
4930470p17rik,0.03963365
4930471m09rik,0.0132841
4930474n05rik,0.1369295
4930480e11rik,0.0
4930486l24rik,0.0317138
4930488n24rik,0.0209715
4930502e18rik,0.249292
4930503b20rik,0.03070315
4930503e14rik,0.1547425
4930503e24rik,0.0
4930503h13rik,0.0
4930503l19rik,13.4685845
4930505a04rik,0.0391976
4930507d05rik,0.653579
4930512m02rik,0.0
4930513o06rik,0.03873185
4930515g13rik,0.0
4930515g16rik,0.0
4930516k23rik,0.0316364
4930518i15rik,0.1782555
4930519f09rik,0.0
4930519f16rik,0.97785245
4930519g04rik,0.017537000000000004
4930519p11rik,0.184953
4930522h14rik,0.0
4930522l14rik,10.430745
4930523c07rik,14.83597025
4930524b15rik,0.092998
4930524j08rik,9.25711
4930524n10rik,0.0
4930526a20rik,1.0352465
4930529c04rik,0.01207235
4930535i16rik,0.6038915
4930539e08rik,0.121722
4930544d05rik,0.0
4930544g11rik,0.0
4930548h24rik,0.1159622
4930550c14rik,0.3578178
4930550l24rik,0.060870000000000014
4930555g01rik,0.0
4930555k19rik,0.0
4930556j24rik,0.04683095
4930558c23rik,0.0
4930558k02rik,0.030200400000000002
4930562c15rik,0.8726993000000001
4930563m21rik,0.13936800000000002
4930564d02rik,0.0
4930568d16rik,0.0
4930572o03rik,0.0
4930578c19rik,0.032886
4930578g10rik,0.329144
4930578i06rik,0.0
4930579f01rik,0.0
4930579g24rik,16.66975
4930583i09rik,0.0
4930590j08rik,0.212763
4930595d18rik,0.0
4930595m18rik,0.0
4930596d02rik,0.0
4931400o07rik,0.0
4931406b18rik,0.047686725
4931406c07rik,12.439944100000002
4931406p16rik,16.56375811
4931408c20rik,0.0
4931409k22rik,0.0
4931414p19rik,6.6934725
4931417e11rik,0.0
4931422a03rik,0.5387065
4931423n10rik,0.0244369
4931428f04rik,6.835103612550001
4931428l18rik,0.2798239
4931429l15rik,0.0884673
4931440f15rik,0.048176
4931440p22rik,3.1163226
4932411n23rik,0.003725665
4932414n04rik,0.20763354
4932415d10rik,0.0056223
4932415m13rik,0.0
4932429p05rik,0.0
4932431p20rik,0.0
4932438a13rik,7.17915641024635
4932438h23rik,0.0337608
4933400a11rik,0.0116176
4933401b06rik,0.0
4933402d24rik,0.21465
4933402e13rik,0.16113
4933402j07rik,0.050317699999999986
4933402n03rik,0.007323949999999998
4933402n22rik,0.0
4933403o08rik,0.06338124
4933405l10rik,0.33849250000000003
4933405o20rik,0.0
4933406m09rik,0.0
4933407l21rik,0.1139621
4933408b17rik,0.26129245
4933409g03rik,0.0
4933411k16rik,0.3617565
4933412a08rik,0.0796038
4933412e24rik,0.0
4933414i15rik,0.0
4933415a04rik,3.55887
4933415f23rik,0.01506255
4933416c03rik,0.0
4933416e14rik,0.0
4933416i08rik,0.0
4933417a18rik,0.0
4933417g07rik,0.0
4933421i07rik,0.0
4933424g06rik,0.0385791
4933425l06rik,0.0
4933427d14rik,5.7817718550000015
4933427g23rik,0.145894
4933427i04rik,0.5295075
4933428g20rik,0.256617
4933428m09rik,0.0
4933430i17rik,0.493004
4933434e20rik,61.28553899999999
4933436i01rik,0.0
5031410i06rik,0.0811369
5031439g07rik,40.678504
5033404e19rik,0.317252
5033423k11rik,0.0
5330417c22rik,0.1434175
5330417h12rik,0.0
5430401f13rik,0.0
5430402e10rik,0.0
5430403g16rik,1.43941
5430419d17rik,0.00154572
5430427o19rik,0.01681119
5430437j10rik,0.14160965
5530400c23rik,0.0
5530401a14rik,0.055721400000000004
5730409e04rik,18.300715
5730416f02rik,0.134907
5730455p16rik,12.840745013408409
5730480h06rik,12.0628579
5730507c01rik,5.128847
5730522e02rik,0.6764667
5730596b20rik,1.3722949999999998
5830411n06rik,0.00572655
5830417i10rik,13.5107
5830473c10rik,0.09039689999999999
5930422o12rik,0.08608049999999999
6030408b16rik,0.261289
6030445d17rik,0.1927765
6030452d12rik,0.0
6030458c11rik,8.482207641999999
6030468b19rik,9.25126
6030498e09rik,0.229096
6330403k07rik,34.3587
6330409d20rik,0.150768
6330549d23rik,2.369572825
6430531b16rik,0.3999533
6430548m08rik,4.46938650078752
6430550d23rik,0.5539359
6430571l13rik,0.315423
6430628n08rik,0.0
6720489n17rik,6.366418
6820408c15rik,0.526544
6820431f20rik,63.458648499999995
7420426k07rik,0.0
7530416g11rik,0.1124415
7530428d23rik,0.0
8030411f24rik,0.02873215
8030462n17rik,3.9015921000000002
8030474k03rik,0.0160302
9030025p20rik,2.754437
9030612e09rik,0.26891
9030619p08rik,0.07158144999999999
9030624g23rik,2.9342900000000003
9130008f23rik,5.692603
9130019o22rik,6.07485
9130023h24rik,2.85814
9130204l05rik,0.0
9130208d14rik,0.00435274
9130213a22rik,0.14111300000000002
9130230l23rik,0.34564738500000003
9130401m01rik,27.039872000000006
9130409i23rik,0.013997549999999996
9230102o04rik,0.0
9230104l09rik,0.050355
9230110f15rik,0.0
9230112d13rik,0.0
9230113p08rik,0.0066531
9330159f19rik,1.9439
9330161l09rik,0.44994
9330182l06rik,0.6934269000000001
9330182o14rik,0.0
9430007a20rik,0.0
9430015g10rik,17.176303
9430025c20rik,0.0968385
9430038i01rik,12.9934189
9430069i07rik,0.11114575
9430097d07rik,0.0641594
9530002b09rik,0.0
9530003j23rik,0.0600863
9530050k03rik,0.03333385
9530053a07rik,0.05315780100000001
9530068e07rik,125.5313245
9530077c05rik,1.5301883150000002
9630041a04rik,0.0
9830107b12rik,0.007971395000000001
9930012k11rik,3.603076
9930021j03rik,10.3505665
9930022d16rik,0.0
9930104l06rik,7.17015
9930111j21rik1,0.049938880000000005
9930111j21rik2,0.23210733
a030003k21rik,0.0
a030005k14rik,0.0
a030005l19rik,0.11607850000000002
a030014e15rik,0.0461507
a130006i12rik,0.43275649999999993
a130010j15rik,6.511551002517849
a1bg,0.0
a1cf,0.10575389999999997
a230050p20rik,0.3025861
a230072i06rik,0.0
a26c2,0.0
a2m,0.731425
a2ml1,0.1071141
a330044p14rik,0.144252
a330070k13rik,0.0
a3galt2,0.1119555
a430005l14rik,67.77328
a430033k04rik,3.568693
a430060f13rik,0.0
a430078g23rik,0.213363
a430089i19rik,0.0223045
a4galt,0.2757187
a4gnt,0.051325850000000006
a530016l24rik,0.4315843
a530032d15rik,0.08075337
a530064d06rik,0.0890245
a530084c06rik,0.0
a630001g21rik,1.39441095
a630010a05rik,0.242269
a630023a22rik,0.08199385
a630073d07rik,0.045289300000000005
a630076j17rik,0.0313906
a630089n07rik,12.412569
a630095e13rik,0.2851437
a630095n17rik,0.082497
a730009l09rik,0.0
a730015c16rik,0.515123
a730046j19rik,0.042443400000000006
a730049h05rik,0.577749
a730061h03rik,0.085376
a730071l15rik,0.146627
a830005f24rik,1.3414549999999998
a830018l16rik,0.6431468000000001
a830031a19rik,0.0
a930002h24rik,10.407985
a930004d18rik,15.76949
a930009a15rik,0.06905139999999999
a930017k11rik,0.238948
a930017m01rik,0.1562281
a930018p22rik,0.0442606
a930033h14rik,0.43528549999999994
a930035d04rik,8.779505
aa413626,0.4304980000000001
aa414768,0.735809
aa467197,0.9463440000000001
aa543401,0.0
aa619741,0.0
aa623943,0.0
aa792892,0.0
aa986860,1.4428555
ab124611,0.1491045
ac016791.1,0.0
ac016791.2,0.0
ac021063.1,0.0
ac025794.2,0.215291
ac026385.2,0.105914
ac073947.1,0.0
ac087233.1,0.279401
ac087233.2,0.0
ac087559.1,0.0
ac087559.2,0.0
ac087559.3,0.000490183
ac087901.1,0.0
ac090479.1,0.0
ac090881.3,4.6858900000000006
ac091283.1,0.0
ac091332.1,0.0
ac096777.2,0.0
ac098733.1,0.0
ac098875.1,0.0
ac098880.1,0.636353
ac098880.2,2.7248900000000003
ac099590.1,0.0
ac099591.1,0.0
ac100212.1,0.0
ac100212.2,0.0
ac100212.3,0.9391800549060001
ac100212.4,0.0
ac100212.5,0.0
ac100212.6,0.0
ac100212.7,0.0
ac100212.8,0.0
ac100724.1,0.209843
ac101593.1,0.0
ac102040.1,0.0
ac102091.1,0.0
ac102091.2,0.0
ac102106.1,0.376919
ac102106.2,0.0
ac102119.1,0.188637
ac102132.2,0.0
ac102135.1,0.0
ac102156.1,0.0
ac102156.2,0.0
ac102156.3,0.0
ac102240.1,0.14736400000000002
ac102249.1,1.946
ac102264.1,0.0
ac102268.2,0.8911939999999999
ac102285.1,0.0
ac102354.1,0.0
ac102410.1,0.01101985
ac102437.1,0.0231013
ac102437.2,0.0
ac102437.3,0.0
ac102492.1,0.0
ac102492.2,0.0
ac102492.3,0.0
ac102588.1,0.0
ac102610.1,0.0
ac103363.1,0.130503
ac103405.1,0.0
ac103405.2,0.0
ac103597.1,0.0
ac103597.2,0.0
ac103658.1,0.0
ac103947.1,0.0
ac104103.1,0.0
ac104866.1,0.0
ac105061.1,0.0
ac105061.2,0.0
ac105297.1,0.016488299999999997
ac105304.2,0.0
ac105333.1,0.0
ac107664.1,0.502135
ac107664.2,0.0
ac107710.1,0.047614
ac107756.1,0.0
ac107765.1,0.0
ac107765.2,0.0
ac107768.2,0.519667
ac107773.1,0.0
ac107792.2,0.0
ac108777.1,0.0
ac108812.1,0.0
ac108814.1,0.0
ac108910.1,0.030537150000000006
ac109138.7,0.3244079
ac109149.1,0.07239224999999999
ac109152.1,0.0
ac109261.1,0.0
ac109261.2,0.0
ac109261.3,0.0
ac110168.1,0.0
ac110180.1,0.0
ac110212.1,0.0106476
ac110212.2,0.0
ac110262.2,0.019424
ac110262.4,0.0484663
ac110375.1,0.0
ac110514.2,0.0788356
ac110562.1,0.0
ac110913.1,0.321656
ac111023.1,0.01984995
ac113075.1,0.0
ac113104.2,0.0
ac113528.1,0.64541
ac113540.1,0.377346
ac113953.1,0.389431
ac113961.2,0.0
ac114003.1,0.0
ac114652.1,0.0
ac114677.1,0.0
ac114824.1,0.0
ac114824.2,0.0
ac114990.1,15.8054
ac115117.1,7.55325
ac115302.1,0.0
ac115631.1,14.5081
ac115692.2,0.0
ac115715.1,0.0
ac115752.2,0.0
ac115752.3,0.0
ac115768.1,0.0969718
ac115768.2,0.0
ac115783.1,0.0
ac115789.3,0.0
ac115822.1,0.0
ac115894.1,0.0
ac115970.1,0.01977345
ac116128.1,0.0
ac116451.1,0.0
ac116451.2,0.10488
ac116595.1,0.0
ac116658.1,0.0
ac116658.2,0.0
ac116766.1,0.258815
ac116799.1,0.0
ac116841.1,3.48613
ac116871.1,0.0
ac116871.2,0.0
ac116871.3,0.0
ac116871.4,0.0
ac117217.1,0.0
ac117217.2,0.0
ac117235.1,0.0
ac117239.1,0.0
ac117239.2,0.765283
ac117244.1,0.0126205
ac117257.1,0.124618
ac117805.1,0.130497
ac117809.2,0.0
ac118472.1,0.0
ac118608.1,0.0
ac118614.1,0.0
ac118632.1,0.0
ac118642.1,0.0
ac118642.2,0.0
ac118684.1,0.0
ac118695.2,0.0
ac119957.1,0.8501544999999999
ac119987.1,0.0
ac120011.1,0.0
ac120397.1,0.0
ac120797.1,0.0975966
ac121135.1,0.0
ac121135.2,0.539187
ac121299.1,0.0
ac121539.1,0.0
ac121539.2,0.0
ac121603.2,0.0
ac121603.4,0.0
ac121783.1,0.495165
ac121796.1,0.0
ac121797.1,0.0
ac121824.2,0.605491
ac121864.1,0.0
ac121875.1,0.015743450000000003
ac121875.2,0.0
ac121875.4,0.0
ac121957.1,0.0
ac121967.1,1.20235
ac122051.1,0.0
ac122051.2,0.0
ac122117.1,0.0143591
ac122119.1,0.0
ac122119.2,5.82395
ac122140.1,0.0
ac122211.1,0.0
ac122243.2,0.0
ac122245.1,0.0
ac122252.4,0.0
ac122253.2,0.07621475
ac122253.3,0.10589990000000002
ac122270.1,0.0
ac122270.2,0.0
ac122270.3,0.0
ac122271.1,0.0
ac122271.2,0.0
ac122271.3,0.0
ac122306.1,23.1904
ac122330.1,0.060481500000000014
ac122398.1,0.0
ac122398.2,0.1952322
ac122398.3,0.0
ac122445.1,0.0
ac122453.1,1.0652325
ac122453.2,0.0
ac122454.1,0.0
ac122464.1,0.0
ac122464.2,0.0
ac122481.1,0.06386425000000001
ac122481.2,0.3263065
ac122497.1,0.0
ac122536.1,0.0
ac122746.1,0.0
ac122821.1,3.39422
ac122826.1,0.0
ac122846.1,0.0
ac122846.2,0.0
ac122848.1,0.17498
ac122848.2,0.0673601
ac122852.1,0.0
ac122861.1,0.489793
ac122861.2,0.00957495
ac122861.3,8.568660000000001
ac122861.5,0.0
ac122895.1,0.0512894
ac123659.1,22.8101
ac123853.2,0.0557684
ac123853.3,0.05745635
ac123873.1,0.0
ac123873.2,0.0
ac123873.3,0.0
ac123930.1,0.0
ac123951.1,0.225786
ac124108.1,0.495496
ac124126.1,0.0
ac124181.1,0.135295
ac124231.1,0.0
ac124231.2,0.0
ac124237.1,2.179735
ac124336.1,0.0
ac124383.1,0.0
ac124394.1,0.0
ac124459.1,0.322474
ac124502.2,0.051885
ac124502.3,0.8117939999999999
ac124512.1,1.55581
ac124513.1,0.35098
ac124542.1,0.0
ac124548.1,0.0
ac124557.1,0.0986243
ac124578.2,0.0
ac124578.3,0.700285
ac124578.4,0.0
ac124606.1,0.0
ac124606.2,0.0
ac124716.1,0.0308288
ac124740.2,0.1914235
ac124973.1,0.0
ac125059.1,0.188277
ac125059.2,0.0
ac125091.1,0.0
ac125122.1,0.0
ac125122.2,0.8523385
ac125149.1,0.0163494
ac125149.2,0.0
ac125149.3,0.16093175
ac125149.4,0.0
ac125149.5,0.0
ac125156.1,0.0
ac125178.1,0.0
ac125178.2,0.0
ac125178.3,0.00953592
ac125203.1,0.0
ac125210.1,0.144326
ac125218.1,0.0
ac125218.2,0.0
ac125218.3,0.0
ac125259.1,0.0
ac125259.2,0.0
ac125339.1,0.0
ac125456.1,1.91431
ac126027.1,0.0
ac126031.1,0.07896339999999999
ac126031.2,0.0
ac126031.4,0.0
ac126035.1,0.0
ac126040.1,0.0
ac126041.1,0.0
ac126254.1,0.287271
ac126254.2,0.0
ac126254.3,0.0398393
ac126438.1,0.728309
ac126438.3,0.0
ac126438.4,0.173203
ac126448.1,0.0
ac126449.1,0.0
ac126686.1,0.030054400000000005
ac126807.1,0.674896
ac126807.2,0.0
ac126807.3,0.0
ac126944.1,0.9360445
ac127236.1,0.0253175
ac127256.2,0.0
ac127274.1,0.0
ac127274.2,0.0
ac127274.3,0.0
ac127274.4,0.0
ac127314.1,0.0
ac127331.1,0.02692795
ac127331.2,40.58335
ac127331.3,0.0
ac127331.4,0.0
ac127331.5,0.0
ac127331.6,0.0
ac127331.7,0.0
ac127331.8,0.0
ac127331.9,0.0
ac127347.1,0.0
ac127361.1,0.0
ac127361.2,0.0
ac127556.2,0.0
ac127693.2,0.0
ac127693.3,0.0
ac128672.2,0.0
ac128739.1,0.0
ac129179.1,0.0
ac129179.3,0.375336
ac129188.2,0.029312
ac129217.1,1.3844100000000001
ac129217.2,0.0
ac129315.1,0.416107
ac129773.1,0.05181265
ac130218.1,0.0
ac130693.1,0.100408
ac130718.1,0.0
ac131065.1,0.02088805
ac131065.3,0.230972
ac131105.1,0.0
ac131185.2,5.05762
ac131231.1,0.0
ac131323.4,0.0
ac131675.2,21.088
ac131692.1,1.3346115
ac131692.2,0.195304
ac131705.1,0.0
ac131796.1,2.7129000000000003
ac131796.3,0.0
ac132088.1,0.144423
ac132091.1,0.0
ac132100.1,0.07548250000000001
ac132100.3,0.195698
ac132140.1,0.0785383
ac132235.1,0.1520915
ac132235.3,0.0
ac132253.1,0.0
ac132253.3,0.0
ac132307.4,0.0
ac132307.6,0.0328346
ac132351.1,0.0
ac132418.2,0.287408
ac132418.3,0.176779
ac132444.1,0.054791499999999986
ac132444.2,0.0925435
ac132444.3,0.0
ac132444.4,0.0925435
ac132444.5,0.0
ac132444.6,0.059426
ac132452.3,0.0
ac132452.4,0.0
ac132481.2,0.0244257
ac132911.2,0.0534794
ac133095.1,0.0
ac133095.2,0.0
ac133103.1,0.10546645
ac133103.2,0.0
ac133103.3,0.0
ac133103.4,0.0
ac133103.5,0.0
ac133103.6,0.0925435
ac133103.7,0.652007
ac133172.1,0.0
ac133186.1,0.0
ac133509.1,1.30464
ac133517.1,0.0
ac133523.1,0.161958
ac133523.3,0.0
ac133941.1,0.0
ac133968.1,0.0
ac134333.1,0.0
ac134458.1,3.4363699999999997
ac134458.3,0.0
ac134458.4,0.0
ac134468.1,14.1807
ac134471.1,0.0
ac134471.2,0.0
ac134471.3,0.0
ac134540.1,0.0
ac134576.1,0.0
ac134576.2,0.0
ac134576.3,0.09328795
ac134591.2,0.0
ac134830.2,0.0
ac134908.1,0.0
ac134908.4,0.04062745
ac135084.1,0.0
ac135509.1,0.854424
ac135670.1,0.0
ac136453.1,0.0
ac136921.1,0.0
ac137150.1,0.0
ac137585.2,0.0
ac137605.4,0.112601
ac137605.6,0.32897600000000005
ac138134.2,0.381673
ac138174.1,0.0
ac138174.3,0.0
ac138310.1,0.0
ac138310.2,0.0
ac138768.1,0.0
ac138790.5,0.0
ac139040.1,0.0
ac139157.1,0.0
ac139233.1,0.0
ac139240.1,0.0
ac139296.1,0.0281136
ac139296.2,0.0
ac139296.3,0.0079788
ac139334.1,0.0
ac139334.2,0.2043205
ac139553.1,0.0
ac139750.1,0.0
ac139750.2,0.0
ac140047.1,0.0
ac140047.2,0.0
ac140053.1,0.0
ac140240.1,0.0
ac140240.2,0.0
ac140240.3,0.0
ac140267.1,0.0
ac140298.1,0.0
ac140316.1,0.0117436
ac140316.2,0.0
ac140325.1,0.0
ac140325.2,3.4586800000000007e-06
ac140325.3,0.0
ac140325.4,0.0111604
ac140365.1,0.0
ac140378.1,0.1876605
ac140413.4,0.0
ac140980.1,0.0
ac140980.2,0.0
ac141429.1,0.102334
ac141477.1,0.0
ac141640.1,0.0
ac142103.1,0.0
ac142213.1,0.0
ac142213.2,0.0
ac142213.3,0.0
ac142213.4,0.0
ac142213.5,0.0
ac142249.1,0.0
ac142448.3,0.0399383
ac144621.1,0.488468
ac144733.1,0.0
ac144860.2,0.0
ac144860.3,0.0
ac144861.1,0.0
ac145557.1,0.0
ac147020.2,0.0
ac147026.2,0.0
ac147083.1,0.0
ac147227.1,2.07772
ac147234.1,0.0
ac147474.1,0.0
ac147989.2,0.144362
ac147992.1,0.11108
ac147992.2,0.0
ac148008.1,0.0
ac148013.1,0.180757
ac148014.1,0.0
ac148016.2,0.0
ac148017.1,0.046532800000000006
ac148019.3,0.05191385
ac148020.1,0.0
ac148174.1,0.08798834999999999
ac148174.2,0.985348
ac148174.3,0.0
ac148174.4,0.0
ac148336.1,0.0141466
ac148983.1,0.0
